"VWC5","EV24","FG","Q","SQ","TN","TX","UG","LAI","rd_imputed"
0.2162,1.45,332.07,10.68,8.23,2.02,12.1,78.29,0.2125,0
0.2293,0.95,203.71,7.31,2.52,-0.84,11.42,81.18,0.1,0
0.2288,0.76,243.87,6.01,1.69,-0.77,10.07,88.22,0.175,2
0.2383,0.57,512.77,4.45,2.93,1.48,8.27,84.56,0.25,2.7
0.2537,1.19,290.13,9.11,4.71,1.32,10.68,83.24,0.325,6
0.2625,0.95,335.67,6.34,0.36,7.1,15.54,86.33,0.4,1.4
0.2538,0.84,292.56,5.6,2.18,6.17,15.41,86.3,0.475,0.4
0.2467,1.12,315.21,7.7,3.61,6.84,14.8,83.29,0.55,6.5
0.2641,0.28,370.6,2.19,0.08,3.95,9.01,92.71,0.625,3.2
0.2616,1.71,276.68,13.06,8.33,-0.51,11.34,79.76,0.7,0
0.2515,1.02,476.56,7.55,3.63,3.39,11.22,72.89,0.7,4.8
0.2566,0.3,444.32,2.27,0.01,0.05,6.77,89.94,0.7,0.9
0.2503,0.45,793.67,4.67,0.01,-2.88,-0.01,66.72,0.7,0
0.2434,0.62,692.75,7.07,2.36,-3.16,0.65,50.11,0.7,0
0.2387,1.7,465.2,16.68,10.35,-4.88,4.47,45.54,0.7,0.3
0.2366,1.99,409.99,16.83,9.93,-4.04,9.13,62.41,0.7,0
0.2351,1.09,237.79,9.29,4.11,-2.86,7.73,77.66,0.7,2
0.2375,0.6,354.02,4.54,1.13,3.04,9.99,87.9,0.7,1.1
0.2384,0.65,368.97,4.91,0.2,4.62,7.37,80.59,0.7375,0
0.2361,1.73,204.97,13.04,6.25,0.96,12.51,70.81,0.775,0
0.233,1.77,186.57,13.66,7.26,-2.16,13.6,72.97,0.8125,0
0.2312,1.52,173.08,12.05,4.81,-0.18,11.63,82.41,0.85,0
0.2305,0.89,282.51,6.92,1.95,-0.31,10.86,84.94,0.8875,4.1
0.252,0.44,301.67,3.41,0.04,3,8.69,92.01,0.925,12.5
0.2719,1.62,307.15,12.26,5.73,3.14,10.42,76.28,0.9625,2.2
0.2653,2.11,356.62,15.03,6.75,4.86,14.19,71.78,1,2.8
0.2621,1.66,158.74,12.15,5.26,1.54,12.61,81.77,0.9375,4.5
0.2672,0.55,203.57,4.04,0.18,-0.38,8.08,90.73,0.875,11
0.2581,1.17,333.96,8.52,1.05,-0.61,13.11,77.77,0.8125,14.9
0.2513,2.08,496.05,13.16,4.78,9.03,17.59,74.35,0.75,2.5
0.2467,1.1,344.42,7.46,1.88,7.22,14.71,81.77,0.6875,3.4
0.2584,1.29,461.49,9.86,4.46,0.06,9.75,78.4,0.625,5
0.2514,2.83,408.99,19.91,11.6,-0.16,15.58,57.24,0.5625,0
0.242,2.93,304.88,17.99,10.75,7.44,22.25,57.92,0.5,0
0.2346,2.62,159.24,15.98,7.19,7.1,24.24,65.25,0.625,0
0.2288,1.58,302.69,9.88,1.14,9.93,18.28,74.73,0.75,0.4
0.2249,1.86,245.1,11.29,2.65,10.59,19.59,72.4,0.875,3.3
0.2464,0.97,191.7,6.56,2.12,7.44,15.31,91.64,1,0
0.2418,1.32,273.57,8.77,2.66,7.04,15.93,86.89,1.125,0
0.237,1.47,192.19,9.86,0.63,3.23,15.57,85.94,1.25,0
0.2319,2.37,149.65,15.27,5.69,5.75,17.35,77.07,1.375,0
0.2305,1.89,208.07,11.9,3.86,9.81,18.33,80.43,1.5,9.7
0.2263,2.7,232.72,17.49,8.3,4.99,16.98,77.2,1.3625,5.9
0.2182,3.37,230.13,21.28,11.94,3.54,21.54,69.07,1.225,6.6
0.2078,3.79,174.98,22.02,12.76,6.05,24.7,60.77,1.0875,8.8
0.1933,4.14,272.91,22.6,12.97,10.63,28.35,51.66,0.95,3.1
0.1741,3.84,216.22,21.47,12.49,10.43,27.9,58.6,0.8125,2.1
0.1534,3.68,209.68,22.56,11.91,8.2,22.62,67.77,0.675,2.8
0.1357,3.34,251.3,19.92,9.8,10.21,26.77,68.19,0.5375,0
0.1274,3.03,395.45,19.06,9.06,8.49,17.45,69.72,0.4,0.4
0.1222,1.28,434.26,8.17,0.91,8.66,15.58,75.32,0.5375,1.4
0.1187,1.91,511.7,12.37,3.84,8.45,15.07,70.73,0.675,0
0.1159,2.59,460.24,17.76,8.5,5.65,14.79,71.99,0.8125,0
0.1132,2.37,217.05,15.72,5.6,2.73,17.07,64.34,0.95,1.9
0.1112,1.67,312.52,10.74,1.26,6.54,16.39,71.78,1.0875,0
0.1164,1.16,301.63,7.99,1.29,3.77,15.88,91.29,1.225,4.9
0.238,1.2,472.97,8.1,1.42,5.48,14.81,85.53,1.3625,3.6
0.2407,2.63,517.45,18.49,7.41,5.02,13.49,67.53,1.5,10.9
0.2308,3.68,405.41,24.1,12.19,4.21,17.54,63.08,1.4625,5.6
0.2201,3.58,235.66,24.15,13.01,4.29,16.23,64.45,1.425,0.7
0.2065,3.96,241.06,25.83,13.82,2.76,18.97,62.95,1.3875,0.4
0.1858,4.34,320.41,26.37,13.98,6.2,22.38,53.94,1.35,0.4
0.1545,4.69,280.53,26.88,14.01,7.51,26,50.26,1.3125,0
0.1277,4.76,230.7,26.72,14.05,9.95,25.88,54.19,1.275,0
0.1102,4.78,203.8,26.38,13.94,10.7,27.56,51.94,1.2375,0
0.0995,4.39,228.65,22.85,12.99,10.27,27.4,61.24,1.2,0
0.0945,2.1,320.69,13.43,4.77,6.15,17.56,77.16,1.2125,0.5
0.0913,3.51,183.46,22.31,9.94,3.23,19.71,69.11,1.225,4.3
0.0886,3.97,217.2,22.6,8.86,8.18,24.03,58.74,1.2375,1.9
0.0864,1.01,308.01,6.39,0.1,11.59,16.2,86.76,1.25,0
0.0862,3.92,295.64,22.03,9.29,11.58,26.67,70.35,1.2625,0
0.0844,4.65,278.38,26.05,13.49,11.47,24.95,53.05,1.275,5.1
0.0819,2.96,388.37,17.64,6.78,9.76,22.33,70.3,1.2875,0.3
0.0796,4.19,405.16,27.3,11.92,5.96,17.22,66.43,1.3,0
0.0778,3.11,278.11,20.92,6.8,4.03,16.84,69.43,1.3375,0
0.0771,1.74,143.24,11.63,2.77,4.53,15.54,82.29,1.375,0
0.0773,4.6,236.36,26.9,12.95,5.89,24.69,63.74,1.4125,0
0.0761,4.44,329.16,24.61,10.76,10.45,25.6,51.47,1.45,0
0.0924,3.12,212.87,17.95,6.38,11.15,25.33,74.76,1.4875,0
0.1647,3,284.64,16.79,5.11,14.72,24.7,68.98,1.525,0
0.1381,2.59,339.51,14.59,3.46,14.12,23.43,69.9,1.5625,0
0.116,4.12,175.84,22.29,9.65,14.09,26.2,73.01,1.6,0
0.0998,4.77,276.75,25.34,12.24,14.12,28.59,61.05,1.55,0
0.0923,2.64,269.1,14.22,4.64,15.78,26.86,70.79,1.5,0
0.1105,5,218.83,25.9,12.12,14.64,29.32,65.88,1.45,0
0.115,3.57,250.88,18.82,7.29,16.26,30.26,76.97,1.4,0
0.1576,4.29,157.34,23.01,10.72,15.79,27.35,74.99,1.35,0
0.1665,2.92,167.76,16.12,6.25,15.57,25.91,82.19,1.3,1.7
0.1715,1.37,243.89,6.96,0.81,14.74,21.38,93.11,1.25,0
0.2135,1.92,256.39,11.09,2.59,14.16,20.75,86.06,1.2,1.4
0.2111,3.6,151.3,20.23,7.1,13.16,25.07,78.47,1.225,0
0.2094,3.87,255.96,21.54,8.49,14.14,24.4,80.69,1.25,0
0.2058,2.5,233.61,14.6,5.51,12.59,21.05,79.18,1.275,2.1
0.2014,5.29,213.27,28.83,14.87,11.3,28.73,66.15,1.3,2.6
0.1934,4.39,181.34,23.33,9.79,14.11,28.78,69.03,1.325,6
0.2179,1.75,204.12,9.83,1.32,16.9,22.05,87.91,1.35,1.3
0.2278,4.64,229.95,25.13,10.29,15.89,26.44,75.76,1.375,0.4
0.2194,4.53,269.76,25.09,10.67,14.6,25.03,75.11,1.4,6.8
0.2102,4.47,351.43,25.44,9.74,12.33,23.77,68.81,1.45,3.2
0.2005,1.86,295.17,11.35,1.06,11.75,18.95,76.09,1.5,0
0.1931,2.42,247.57,14.81,3.31,9.18,18.79,74.01,1.55,4.7
0.1848,2.45,336,14.8,3.81,8.36,21.01,81.04,1.6,0.9
0.1743,4.03,133.91,22.83,8.46,11.59,24.35,72.59,1.65,0
0.1532,3.32,259.91,19.05,4.69,12.57,24.48,68.48,1.7,0
0.1363,1.93,365.95,11.57,1.85,12.55,18.85,71.84,1.75,0.3
0.129,1.58,377.54,9.15,1.88,13.04,20.57,77.78,1.8,0
0.1231,1.48,254.31,8.33,0,13.92,21.27,81.81,1.9,2
0.1161,4.21,291.17,23.03,10.05,13.65,27.04,74.23,2,1
0.1048,3.42,482.95,21,8.09,9.52,17.88,67.61,2.1,0
0.0964,2.2,431.61,13.99,3.09,8.73,16.92,69.32,2.2,0
0.0925,2.32,211.53,14.17,4.17,7.94,20.45,70.75,2.3,0
0.0903,2.5,249.09,15.2,2.13,9.05,19.17,77.22,2.4,0
0.0884,3.64,257.58,21.2,8.06,11.11,22.97,71.71,2.5,4
0.0855,4.77,256.7,28.07,11.55,7.67,24.36,69.82,2.6,12.3
0.0839,4.96,284.77,27.4,13.53,10.21,27.15,67.65,2.5375,2.4
0.0821,5.17,312.22,27.16,13.96,13.18,28.54,55.98,2.475,2.7
0.0799,5.47,318.43,29.89,15.36,13.35,28.91,58.78,2.4125,8.2
0.078,5.6,354.59,30.21,15.22,12.75,28.45,51.08,2.35,0.9
0.0751,5.73,464.22,30.89,15.3,14.97,26.98,35.85,2.2875,0.9
0.0745,5.63,372.18,30.7,15.32,11.75,27.41,38.32,2.225,0.7
0.0745,5.53,271.88,29.56,15.18,12.79,29.48,49.52,2.1625,9.1
0.0746,4.48,215.59,24.19,10.43,14.33,28.78,58.49,2.1,0.3
0.0735,4.93,231.68,27.05,11.84,13.49,27.26,66.24,2.1,0
0.0723,3.94,213.31,21.33,7.39,13.77,26.91,64.55,2.1,0
0.0711,4.84,221.26,26.76,12.83,11.43,27.06,52.58,2.1,0
0.0702,5.01,256.22,28.2,14.61,10.23,26.11,60.53,2.1,0
0.0688,3.07,253.94,17.39,4.86,10.8,24.62,71.1,2.1,13.2
0.0676,2.01,380.34,11.9,4.38,12.53,21.62,70.46,2.1,0
0.0668,3.39,282.72,19.5,7.97,9.52,23.63,68.97,2.1,0
0.0686,4.85,287.71,26.57,12.1,13.13,27.16,69.1,2.1,0
0.0685,4.67,198.57,26.06,11.41,10.8,26.98,69.12,2.0625,2.7
0.0683,5.23,217.11,28.81,14.58,12.18,27.02,62.65,2.025,0.2
0.0677,5.31,198.21,28.33,14.61,11.76,29.39,53.13,1.9875,0
0.0672,5.22,187.61,27.28,14.01,12.84,30.74,48.76,1.95,0
0.0672,4.64,279.33,25.22,12.4,12.19,27.89,60.22,1.9125,0
0.0648,3.74,159.5,19.61,9.25,10.23,26.49,59.77,1.875,0
0.0648,3.88,181.98,21.01,8.31,12.54,28.31,58.61,1.8375,0
0.0652,4.66,191.24,25.63,10.92,10.74,27.31,61.42,1.8,0
0.0664,4.8,227.02,25.47,12.41,15.1,29.15,61.28,1.775,6.5
0.0671,4.28,209.13,23.09,11.66,13.31,29.19,63.28,1.75,0
0.0664,4.89,118.61,25.27,13.05,13.99,31.07,62.59,1.725,0
0.068,4.41,171.07,22.92,10.06,16.18,33.13,55.17,1.7,4.9
0.0694,4.32,259.61,21.45,10.01,18.84,33.38,53.56,1.675,1.7
0.0704,4.81,205.46,23.26,9.9,18.47,36.43,52.32,1.65,0.3
0.071,5.49,291.77,26.32,13.21,21.34,36.17,34.99,1.625,0.8
0.069,3.12,323.46,16.75,7.02,11.67,27.35,66.45,1.6,34.4
0.0675,3.33,336,17.51,4.42,12.39,28.69,50.9,1.6,13.3
0.068,4.51,281.31,22.85,9.75,18,32.83,54.3,1.6,0
0.0674,4.13,277.41,21.8,10.26,15.08,29.53,64.19,1.6,0
0.0665,3.92,153.92,20.94,9.11,12.1,29.62,58.35,1.6,0
0.0667,4.6,194.69,23.6,12.36,16.22,32.23,56.2,1.6,0
0.0665,4.94,205.22,25.07,13.81,15.28,33.82,51.73,1.6,0
0.0656,4.28,275.57,22.25,10.38,17.01,31.45,63.1,1.6,0
0.0656,4.73,235.72,25.64,13.5,15.01,27.97,63.15,1.6,0
0.0663,4.91,174.58,25.33,13.84,13.51,33.38,51.9,1.4375,0
0.0668,4.85,163.89,24.03,12.13,14.44,36.1,47.79,1.275,2
0.0656,2.34,366.77,12.81,3.62,11.41,25.09,71.95,1.1125,0
0.0608,1.69,380.09,9.65,3.54,10.22,23.76,80.84,0.95,0
0.0602,3.38,477.72,19.37,9.42,12.29,23.59,66.1,0.7875,1
0.0611,3.58,306.95,21.26,11.71,10.78,22.48,69.71,0.625,3.3
0.0619,3.59,250.51,19.53,6.12,11.45,28.39,56.27,0.4625,0
0.0635,1.6,271.03,8.97,2.51,15.91,22.09,85.96,0.3,0
0.0634,2.86,334.52,15.87,5.31,16.16,25.12,75.86,0.5125,0.2
0.0639,1.88,295.73,10.47,1.67,15.24,23.6,79.42,0.725,0
0.0641,3,268.37,16.54,7.56,14.14,25.98,74.45,0.9375,0
0.066,3.04,169,17.33,7.31,11.79,24.14,76.45,1.15,0
0.0645,2.7,270.1,15.39,6.97,10.16,22.82,74.55,1.3625,0
0.0654,3.08,352.29,17.03,7.2,14.15,25.16,73.91,1.575,0.7
0.0661,1.52,214.04,8.25,1.38,17.37,23.65,79.71,1.7875,15
0.0664,3.04,119.13,16.35,6.48,15.22,27.31,75.62,2,0.2
0.0665,3.45,157.8,18.93,9.67,13.79,27.36,77.16,2,0
0.0658,2.2,296.67,12.32,3.57,12.65,23.98,82.11,2,0
0.065,2.54,360.68,15.2,6.32,12.41,20.6,67.83,2,0
0.0633,2.33,320.39,14.97,7.37,7.96,18.01,83.75,2,4.9
0.0631,2.7,342.54,16.58,7.3,5.82,20.48,68.42,2,0
0.0645,1.72,428.06,9.98,1.92,13.28,21.43,78.32,2,21.5
0.0648,2.47,175.13,14.29,6.71,11.78,21.97,74.22,2,0
0.0639,1.58,196.85,9.26,2.99,10.08,22.71,83.65,2,0
0.066,2.78,259.07,16.74,8.68,8.99,20.55,76.14,1.925,12.5
0.0636,2.26,134.11,14.28,5.1,7.95,19.7,76.72,1.85,0
0.0625,2.91,132.8,18.11,10.5,6.17,21.15,71.58,1.775,0
0.0619,3.29,255.95,19.2,11.65,8.42,23.49,66.94,1.7,0
0.0626,1.33,177.98,7.37,1.45,15.8,22.26,81.18,1.625,0
0.0641,2.49,114.16,13.5,4.75,17.55,25.79,84.16,1.55,0
0.0644,2.22,187.63,11.98,2.15,16.61,25.6,81.19,1.475,15.6
0.064,1.36,181.93,7.86,2.71,12.07,20.46,91.1,1.4,10
0.0628,2.31,365.73,14.13,7.6,10.31,18.17,75.15,1.35,0
0.0616,2.05,314.77,12.63,5.03,9.48,19.39,74.05,1.3,0
0.0619,2.56,260.07,14.71,5.92,12.91,24.21,68.47,1.25,0
0.0625,1.57,258.88,9.17,1.51,13.78,21.29,79.5,1.2,1.2
0.0626,2.74,442.2,15.17,8.09,14.18,25.55,71.12,1.15,0
0.063,0.78,252.58,4.76,0.02,12.88,19.58,88.89,1.1,1.4
0.0626,2.52,156.64,15.54,7.78,7.31,19.97,74.06,1.05,0
0.0617,2.46,214.23,15.61,8.63,4.89,20.52,73.32,1,0
0.0622,2.05,247.6,12.5,6.8,9.55,20.32,77.94,1,0
0.0619,2.36,185.77,14.37,7.45,8.19,23.16,74.24,1,0
0.0625,2.77,180.58,16.21,10.81,8.35,25.7,66.44,1,0
0.0628,2.98,384.04,16.43,11.45,13.18,28.05,61.2,1,0.3
0.0632,2.6,371.49,14.43,9.53,13.26,25.52,69.86,1,0
0.063,2.51,394.29,13.64,8.14,14.39,25.05,65.74,1,0
0.0617,1.64,636.31,9.78,4.68,10.73,20.46,66.78,1,0
0.0567,1.09,358.8,7.1,1.6,9.9,16.33,85.54,1,0
0.057,0.39,242.53,2.58,0.16,6.86,11.55,95.24,1,0
0.0571,1.82,264.51,12.78,8.65,4.08,15.49,80.85,1,0
0.0566,2.02,103.02,13.93,9.8,2.59,16.29,78.33,1,0
0.0565,2.16,256.39,14.39,8.87,4.57,19.14,70.61,1,0
0.0572,2.39,182.26,15.01,10.7,5.87,22.27,69.27,1,0
0.057,1.42,277.93,9.38,4.7,3.85,16.7,74.98,1,0
0.0559,1.9,90.54,13.83,10.3,0.93,15.67,78.05,1,0
0.0562,1.82,148.66,12.57,7.79,-0.53,16.96,76.41,1,0
0.0572,1.48,298.59,10.36,6.79,5.34,13.68,81.8,1.0125,0
0.0572,0.72,394.38,4.83,2.5,7.19,16.06,84.82,1.025,0
0.058,1.7,245.61,11.02,7.27,7.16,16.65,76.61,1.0375,0
0.0589,1.49,251.86,8.68,4.24,8.98,18.84,82.23,1.05,0
0.059,2.1,141.21,13.35,10.18,6.61,22.02,80.17,1.0625,0
0.0593,1.97,222.19,11.93,9.47,7.31,23.27,78.97,1.075,0
0.0599,1.7,285.73,11.75,7.95,3.22,15.5,78.07,1.0875,0
0.0583,1.55,133.8,10.84,8.42,1.64,17.35,81.23,1.1,2
0.0585,1.8,117.75,11.91,7.87,3.57,19.6,80.94,1.125,0
0.0589,1.97,253.7,11.86,9.56,6.13,24.1,74.06,1.15,0
0.0598,1.54,293.44,8.84,6.15,11.11,23.95,71.48,1.175,0
0.0607,1.8,356.52,10.05,8.35,14.18,24.39,72.54,1.2,0
0.0613,1.96,315.36,10.59,9.26,15.24,26.91,64.47,1.225,0
0.0609,1.82,326.36,10.3,8.4,13.34,25.78,60.74,1.25,0
0.0605,1.58,207.15,9.14,6.83,10.93,24.36,66.62,1.275,0
0.0599,1.41,139.19,8.56,5.89,8.3,24.88,73.37,1.3,0
0.0593,1.42,135.15,8.73,8.54,8.71,20.32,83.26,1.25,0
0.0591,0.64,250.36,4.34,1.47,8.41,15.98,82.97,1.2,0.1
0.0585,1.37,193.63,9.29,7.28,4.09,16.64,82.76,1.15,0
0.0572,1.14,101.68,8.23,6.55,1.18,15.41,85.4,1.1,0
0.0571,1.15,120.84,8,7.11,3.3,16.69,80.12,1.05,0
0.0578,1.1,254.57,7.1,5.35,1.5,16.09,79.8,1,0
0.0569,0.54,478.31,3.57,0.97,2.12,14.79,79.55,0.95,0
0.0585,0.58,374.21,3.74,1.78,12.36,15.79,89.15,0.9,0
0.0588,0.39,288.62,2.45,0.18,10.45,13.52,85.06,0.9125,0.4
0.0575,0.36,406.38,2.57,0.33,4.11,11.86,88.18,0.925,0.9
0.0546,1.03,253.43,7.77,7.43,1.92,11.28,86.64,0.9375,0.1
0.0537,0.89,429.12,7.21,6.71,1.34,7.47,77.91,0.95,0
0.0539,0.21,439.75,1.77,0.03,2.18,6.23,85.17,0.9625,0
0.0527,0.4,493.1,3.04,0.57,3.46,9.15,90.7,0.975,0
0.0532,0.99,332.07,7.08,6.8,3.36,11.37,80,0.9875,0
0.0538,0.4,307.2,2.77,0.24,7.7,12.62,82.17,1,0
0.0546,0.92,278.44,6.73,6.56,0.97,11.66,83.85,1.125,0
0.0525,0.77,172.34,6.33,7.29,-1.71,10.08,89.6,1.25,0
0.0523,0.9,192.33,6.87,7.69,-1.6,12.7,88.97,1.375,0
0.0535,0.59,200.39,4.21,2.84,4.36,11.82,93.26,1.5,1.4
0.0544,0.97,231.59,6.2,5.92,5.63,18.28,81.11,1.625,0
0.0552,0.59,388.84,3.72,2.37,8.14,14.74,79.41,1.75,26
0.0554,0.97,271.27,6.7,7.77,4.15,13.43,82.53,1.875,4.1
0.0549,0.6,265.62,3.95,2.51,4.6,12.41,86.22,2,0
0.0563,0.2,435.69,1.33,0.24,10.23,13.56,87.46,2.0625,1.9
0.0574,0.36,451.39,2.28,0.49,9.39,13.74,85.49,2.125,15.6
0.0575,0.2,208.16,1.35,0.12,8.53,11.46,95.26,2.1875,0
0.0577,0.65,428.49,4.39,4.83,6.61,13.02,87.03,2.25,0
0.0572,0.76,237.5,5.57,7.74,3.32,12.77,89.54,2.3125,17.2
0.0566,0.76,213.6,5.84,7.43,1.81,12.1,88.91,2.375,0
0.0559,0.6,206.71,5.03,6.13,-1.36,10.06,88.24,2.4375,0
0.0555,0.7,364.37,5.81,7.6,0.33,9.22,78.37,2.5,0
0.0545,0.69,380.01,5.51,6.98,-1.33,7.04,70.45,2.2625,0
0.0549,0.3,524.22,2.31,1.28,1.65,6.83,80.3,2.025,0
0.0545,0.18,583.17,1.31,0.07,1.89,4.33,74.33,1.7875,0
0.0546,0.4,308.91,3.24,2.57,1.4,5.39,83.24,1.55,4.5
0.0547,0.22,232.91,1.96,1.28,-1.11,5.05,86.77,1.3125,3.5
0.054,0.48,218.42,4.08,4.57,-2.08,8.08,88.9,1.075,7.5
0.0541,0.11,232.98,1.08,0.07,-0.58,3.32,95.65,0.8375,1.4
0.0548,0.1,262.67,0.76,0,2.26,4.32,95.61,0.6,0.4
0.0555,0.17,295.5,1.29,0.03,3.06,6.3,89.36,0.7375,0
0.0554,0.22,225.23,1.77,0.37,1.08,5.35,88,0.875,13.6
0.0552,0.2,457.47,1.38,0,1.85,9.37,87.75,1.0125,0
0.0574,0.13,462.66,0.97,0.69,8.67,10.95,84.22,1.15,0
0.0583,0.39,409.11,2.87,1.65,5.99,11.62,83.86,1.2875,0
0.0581,0.35,473.42,2.51,1.59,5.05,9.94,89.61,1.425,0
0.0605,0.1,486.99,0.7,0.01,9.41,13.69,94.08,1.5625,1.9
0.062,0.31,476.37,2.08,1.66,7.56,13.3,88.92,1.7,0
0.0608,0.5,152.39,4.15,5.56,0.01,9.09,89.78,1.6875,4.4
0.0594,0.21,289.29,1.56,0,0.62,8.7,91.94,1.675,7.8
0.0616,0.1,441.71,0.95,0,8.4,12.6,93.98,1.6625,0
0.0634,0.1,609.67,0.6,0,5.79,12.1,90.41,1.65,0
0.0634,0.16,730.95,1.08,0.35,5.94,10.72,82.75,1.6375,0
0.0659,0.3,562.43,1.9,1.59,4.98,9.72,84.77,1.625,0
0.0636,0.27,319.21,2.18,2.33,1.92,7.37,85.79,1.6125,0
0.0633,0.35,180.74,2.97,3.79,-1.1,7.62,86.35,1.6,0.9
0.0631,0.19,171.71,1.89,0.42,-2.88,4.41,92.79,1.5875,0
0.0626,0.39,343.45,3.68,6.22,-1.16,2.97,88.76,1.575,0
0.0625,0.21,242.56,2,1.46,-1.44,2.04,86.98,1.5625,0
0.0629,0.09,362.63,1.06,0,-0.64,0.95,71.36,1.55,0
0.0631,0.1,292.63,0.92,0.01,-0.88,3.25,96.73,1.5375,0
0.0646,0.14,342.4,1.02,0.63,2.38,8.07,94.78,1.525,0
0.0657,0.37,396.95,2.9,5.37,4.43,8.21,83.93,1.5125,0
0.0667,0.21,369.81,1.7,0.55,5.02,9.78,85.62,1.5,3.4
0.0675,0.15,460.39,1.04,0.05,5.74,8.58,88.25,1.4,7.3
0.0721,0.1,641.79,0.67,0,7.61,12.94,86.49,1.3,3.2
0.0745,0.2,450.44,1.45,0.59,7.37,10.88,86.91,1.2,13.3
0.0756,0.1,287.39,0.69,0,5.64,9.07,96.38,1.1,1.7
0.0775,0.5,172.35,3.82,5.66,0.7,7.58,88.35,1,0
0.076,0.32,267.58,2.29,1.56,-1.31,6.38,85.93,0.9,0
0.0756,0.19,234.03,1.33,0,-1.42,4.47,91.36,0.8,0
0.0759,0.27,118.7,2.51,2.46,-2.36,5.25,86.71,0.7,0
0.076,0.1,195.85,0.92,0.42,-3.8,3.39,95.14,0.7,0
0.0777,0.1,465.62,0.92,0.01,3.33,9.92,91.13,0.7,0
0.0797,0.2,284.12,1.4,0,5.31,9.07,91.02,0.7,2.5
0.0824,0.11,254.79,1.06,0,7.47,9.81,94.85,0.7,0.4
